1,75.483870967742,-220.890410958904
2,74.7733806005225,-221.181585977661
3,74.0619127408806,-221.469993666273
4,73.3494673888164,-221.755634024739
5,72.6360445443297,-222.03850705306
6,71.9216442074206,-222.318612751235
7,71.2062663780892,-222.595951119264
8,70.4899110563353,-222.870522157148
9,69.7725782421591,-223.142325864886
10,69.0542679355604,-223.411362242478
11,68.3349801365394,-223.677631289925
12,67.614714845096,-223.941133007227
13,66.8934720612301,-224.201867394382
14,66.1712517849419,-224.459834451392
15,65.4480540162313,-224.715034178257
16,64.7238787550983,-224.967466574976
17,63.9987260015428,-225.217131641549
18,63.272595755565,-225.464029377977
19,62.5454880171648,-225.708159784259
20,61.8174027863422,-225.949522860395
21,61.0883400630971,-226.188118606386
22,60.3582998474297,-226.423947022232
23,59.6272821393399,-226.657008107931
24,58.8952869388277,-226.887301863486
25,58.1623142458931,-227.114828288894
26,57.4283640605361,-227.339587384157
27,56.6934363827567,-227.561579149274
28,55.9575312125549,-227.780803584246
29,55.2206485499307,-227.997260689072
30,54.4827883948841,-228.210950463753
31,53.7439507474152,-228.421872908288
32,53.0041356075238,-228.630028022677
33,52.26334297521,-228.835415806921
34,51.5215728504738,-229.038036261019
35,50.7788252333152,-229.237889384971
36,50.0351001237343,-229.434975178778
37,49.2903975217309,-229.62929364244
38,48.5447174273051,-229.820844775955
39,47.798059840457,-230.009628579325
40,47.0504247611864,-230.19564505255
41,46.3018121894934,-230.378894195629
42,45.5522221253781,-230.559376008562
43,44.8016545688403,-230.73709049135
44,44.0501095198802,-230.912037643992
45,43.2975869784976,-231.084217466488
46,42.5440869446927,-231.253629958839
47,41.7896094184653,-231.420275121045
48,41.0341543998156,-231.584152953104
49,40.2777218887434,-231.745263455019
50,39.5203118852489,-231.903606626787
51,38.761924389332,-232.05918246841
52,38.0025594009926,-232.211990979887
53,37.2422169202309,-232.362032161219
54,36.4808969470468,-232.509306012405
55,35.7185994814403,-232.653812533446
56,34.9553245234114,-232.795551724341
57,34.19107207296,-232.93452358509
58,33.4258421300863,-233.070728115694
59,32.6596346947902,-233.204165316152
60,31.8924497670717,-233.334835186464
61,31.1242873469308,-233.462737726631
62,30.3551474343675,-233.587872936653
63,29.5850300293818,-233.710240816528
64,28.8139351319737,-233.829841366259
65,28.0418627421432,-233.946674585843
66,27.2688128598903,-234.060740475282
67,26.494785485215,-234.172039034575
68,25.7197806181173,-234.280570263723
69,24.9437982585973,-234.386334162725
70,24.1668384066548,-234.489330731582
71,23.3889010622899,-234.589559970293
72,22.6099862255026,-234.687021878858
73,21.8300938962929,-234.781716457278
74,21.0492240746609,-234.873643705552
75,20.2673767606064,-234.96280362368
76,19.4845519541295,-235.049196211663
77,18.7007496552303,-235.132821469501
78,17.9159698639086,-235.213679397192
79,17.1302125801646,-235.291769994739
80,16.3434778039981,-235.367093262139
81,15.5557655354093,-235.439649199394
82,14.767075774398,-235.509437806503
83,13.9774085209644,-235.576459083467
84,13.1867637751083,-235.640713030285
85,12.3951415368299,-235.702199646958
86,11.6025418061291,-235.760918933485
87,10.8089645830058,-235.816870889866
88,10.0144098674602,-235.870055516102
89,9.21887765949214,-235.920472812192
90,8.42236795910172,-235.968122778137
91,7.6248807662889,-236.013005413936
92,6.82641608105367,-236.055120719589
93,6.02697390339607,-236.094468695097
94,5.22655423331605,-236.131049340459
95,4.42515707081363,-236.164862655675
96,3.62278241588884,-236.195908640746
97,2.81943026854159,-236.224187295672
98,2.015100628772,-236.249698620451
99,1.20979349657999,-236.272442615085
100,0.403508871965599,-236.292419279574
101,-0.403753245071187,-236.309628613917
102,-1.21199285453039,-236.324070618114
103,-2.02120995641199,-236.335745292166
104,-2.83140455071595,-236.344652636072
105,-3.64257663744238,-236.350792649833
106,-4.45472621659114,-236.354165333448
107,-5.26785328816233,-236.354770686917
108,-6.08195785215591,-236.352608710241
109,-6.89703990857187,-236.347679403419
110,-7.71309945741025,-236.339982766451
111,-8.53013649867103,-236.329518799338
112,-9.34815103235417,-236.31628750208
113,-10.1671430584598,-236.300288874676
114,-10.9871125769877,-236.281522917126
115,-11.8080595879381,-236.25998962943
116,-12.6299840913108,-236.235689011589
117,-13.452886087106,-236.208621063603
118,-14.2767655753235,-236.17878578547
119,-15.1016225559635,-236.146183177192
120,-15.9274570290258,-236.110813238769
121,-16.7542689945106,-236.0726759702
122,-17.5820584524177,-236.031771371485
123,-18.4108254027472,-235.988099442625
124,-19.2405698454992,-235.941660183619
125,-20.0712917806735,-235.892453594468
126,-20.9029912082702,-235.840479675171
127,-21.7356681282894,-235.785738425728
128,-22.5693225407309,-235.72822984614
129,-23.4039544455948,-235.667953936406
130,-24.2395638428811,-235.604910696527
131,-25.0761507325898,-235.539100126502
132,-25.9137151147209,-235.470522226331
133,-26.7522569892745,-235.399176996015
134,-27.5917763562504,-235.325064435553
135,-28.4322732156487,-235.248184544945
136,-29.2737475674694,-235.168537324192
137,-30.1161994117125,-235.086122773294
138,-30.959628748378,-235.00094089225
139,-31.8040355774658,-234.91299168106
140,-32.6494198989762,-234.822275139724
141,-33.4957817129088,-234.728791268243
142,-34.3431210192639,-234.632540066617
143,-35.1914378180414,-234.533521534844
144,-36.0407321092413,-234.431735672926
145,-36.8910038928636,-234.327182480863
146,-37.7422531689083,-234.219861958654
147,-38.5944799373753,-234.109774106299
148,-39.4476841982648,-233.996918923799
149,-40.3018659515766,-233.881296411153
150,-41.1570251973109,-233.762906568362
151,-42.0131619354676,-233.641749395425
152,-42.8702761660466,-233.517824892342
153,-43.7283678890481,-233.391133059114
